title_found,label
Expertise,0.0
Testimonials,0.0
Experienced Groundwork,0.0
Foreperson,1.0
Machine Drivers,1.0
Marketing Account Manager,1.0
Assistant Support Manager - Henley,1.0
Support Worker - Turnstyle Day Service,1.0
Support Worker - Banbury Day Service,1.0
Catering Assistant - Blewbury,1.0
Cafe Support Worker,1.0
TRUSTEE FOR STYLE ACRE,1.0
"Assistant Support Manager - Wootton, Oxfordshire",1.0
Assistant Support Manager - Carterton,1.0
Cafe Supervisor,1.0
Charity Shop Assistant - Wallingford Oxfordshire,1.0
Support Worker - Headington,1.0
Male Support Worker,1.0
Support Worker - Didcot,1.0
Waking Night Support Worker - Henley,1.0
Waking Night Support Worker - Wootton,1.0
Support Worker - Wallingford,1.0
Support Worker - Abingdon,1.0
Support Worker - Witney & Carterton,1.0
Support Worker - SN7 8,1.0
Support Worker - Henley on Thames,1.0
Support Worker - Thame & Wheatley,1.0
"Support Worker - Wootton, Abingdon",1.0
Relief Support Worker,1.0
Community Support Worker,1.0
Cafe Assistant Manager,1.0
Support Manager - Supported Living,1.0
Training & Community Specialist,1.0
Venture Builder for ARK,1.0
Researcher for ARK,1.0
Legal secretary,1.0
Administrator / junior secretary,1.0
IT Services Manager,1.0
Electronics Product Development Team Leader,1.0
The main duties of the position are:,0.0
The successful individual will possess the following attributes:,0.0
Gymnastics Coach,1.0
Childcare Play Worker,1.0
Housing Options Officer,1.0
Resident Pathway Officer,1.0
Housing Pathway Site Lead,1.0
Housing Pathway Site Lead ( Fixed Maternity Cover ),1.0
"( For the housing roles above, would you please respond to the questions linked when sending your CV.)",0.0
Freelance Personal Trainers,1.0
Security Engineer,1.0
"The Fat Duck is a three Michelin star restaurant and our standards are correspondingly high. We have an exceptional reputation and work here is precise, skilful and demanding â€“ sometimes even a little obsessive. It is also stimulating, creative, enjoyable and fun. The Fat Duck experience is not quite a story but more of a journey, one that begins the moment our guests have booked their seat. It is based on Heston Blumenthalâ€™s favourite nostalgic moments, full of adventure, curiosity, discovery and playfulness. Naturally the people we recruit need to have experience relevant to the job, but equally important to us is your passion, energy and determination.",0.0
Storyteller â€“ Chef de Rang (part time and full time available),1.0
Sommelier,1.0
We are always looking for talented and passionate people to join our team.,0.0
"If youâ€™re looking for a fast-paced, creative and fun environment we would love to hear from you. Even if we donâ€™t have a position available right away, we can keep you in mind for future openings.",0.0
Please email your CV and covering letter to hannah@thefatduck.co.uk and we will be in touch.,0.0
We look forward to hearing from you!,0.0
STAGE PLACEMENTS,0.0
We also offer stage placements at The Fat Duck.,0.0
All applicants must hold the right to work in the UK to be considered.,0.0
Should you be interested and wish to apply for a stage position please send your CV and a covering letter to careers@thefatduck.co.uk,0.0
Design Engineer,1.0
Power Pusher Angle Bracket usage guide,0.0
Electric Tug FAQs,0.0
Technical Support Analyst,1.0
Social Media and Influencer Marketing Manager,1.0
Lead Generation Executive â€“ Corporate Accounts,1.0
Sales and Customer Service Executive,1.0
SPECIALIST SCIENTIST â€“ HCPC BIOMEDICAL SCIENTIST (Based in York),1.0
Apprentice IT developer/graduate using Zoho systems,1.0
Laboratory Supervisor,1.0
Laboratory Scientist,1.0
Company Benefits,0.0
Fabricator/Welder - Night Shift,1.0
Design Office Manager,1.0
Structural Engineer,1.0
Enforcement Agent,1.0
360 Excavator Operator,1.0
Groundworkers,1.0
Trades,0.0
Carpenters,1.0
Front End Software Developer,1.0
Ruby Software Engineer,1.0
Operations  Manager,1.0
Technical Project Manager,1.0
Chief UAS Pilot â€“ UK & International Operations,1.0
Fixed Contract â€“ BVLOS Pilot,1.0
Estate Manager,1.0
Commercial Lets and Events Manager,1.0
Facilities Administrator,1.0
"Head of Content and Programme, Wealth Strategy Institute",1.0
"Commercial Executive, Economic and Monetary Policy Institute",1.0
Subeditor,1.0
Head of Compliance,1.0
Legionella Risk Assessor,1.0
Sales Development Executive,1.0
Defence Project Support Co-ordinator,1.0
CNC Machinist,1.0
Forge Operative,1.0
Joint Managing Director,1.0
Senior Full Stack Developer,1.0
Financial Non-Executive,1.0
Head of Web,1.0
Head of PPC,1.0
Finance Director,1.0
New Business and Marketing Manager,1.0
Head of Paid Social,1.0
Content Executive,1.0
Senior SEO Account Executive,1.0
SEO Team Lead,1.0
Content Strategist,1.0
UX/UI Designer,1.0
New Business and Marketing Executive,1.0
Paid Media Executive,1.0
Biddable Account Manager,1.0
SEO Account Executive,1.0
Content Marketing Executive,1.0
Head of Content,1.0
Digital Strategist,1.0
Junior PPC Account Executive,1.0
Dietician,1.0
Part-time Property Management Accounts Support,1.0
Graduate Agency Surveyor,1.0
Care Coordinator,1.0
Planner,1.0
Paid Advertising Manager,1.0
Administrator Assistant,1.0
Senior Drupal Developer,1.0
Business Director,1.0
Workshop Engineer,1.0
Revit Technician,1.0
Freelance CAD and BIM Trainers,1.0
Business Administration Apprentice,1.0
Graduate Trainee HR Advisor,1.0
Experienced HR Advisor *NOT CURRENTLY AVAILABLE*,1.0
We are always keen to hear from people interested in joining the team.,0.0
The benefits of working for us include:,0.0
We currently have the following vacancies:,0.0
WAITING STAFF,0.0
If you are passionate about providing our guests with a top level of service and would like to know about any available positions at the Tudor Farmhouse please email Hari Fell at,0.0
with your details.,0.0
HGV Class 1 Day Driver,1.0
HGV Class 2 Driver,1.0
Window Installers,1.0
Sales Representative,1.0
Bartender,1.0
Executive & Office Management Assistant,1.0
Intern,1.0
Regional Sales Consultant - South East Asia and Pacific,1.0
Key Account Manager,1.0
A Rewarding Career on Every Level,0.0
Our Company Ethos,0.0
Graduate Scheme,0.0
ESPRESSO MACHINE TECHNICIAN,1.0
EPIC COFFEE. EPIC PEOPLE,0.0
TEAMS WIN,0.0
MAKING COFFEE BETTER,0.0
MERCHANDISER,0
ASSISTANT STORE MANAGER,1.0
DIGITALÂ ASSISTANT,1.0
E-COMMERCE MODELS,0.0
Technical Author,1.0
Rent A Car - Dedicated Valeter / Car Prep Vacancy,1.0
Glasgow,0.0
31/10/2022,0.0
More Details,0.0
Skoda Master Technician,1.0
Dealership Accountant,1.0
30/09/2022,0.0
31/12/2022,0.0
Pest Control Technician,1.0
Canvassing Team Manager,1.0
Experienced Door Canvasser,1.0
Sales Designer,1.0
Window & Door Fitters,1.0
Conservatory Fitter,1.0
Surveyor,1.0
[NEW] Financial Controller,1.0
Product Specialist,1.0
Support,0.0
Inside Sales,0.0
Machine Learning Research Engineer,1.0
Web Software Engineer,1.0
R&D Software Engineer,1.0
Release Engineer,1.0
Technical Operations,0.0
Sales Team Leader,1.0
Payroll Officer,1.0
Recruitment Consultant,1.0
Payroll Administrator,1.0
Payroll Account Manager,1.0
Security Systems Engineer,1.0
GET IN CONTACT >,0.0
SENIOR FULL STACK .NET DEVELOPER,1.0
TECHNICAL ACCOUNT MANAGER,1.0
JUNIOR SOFTWARE DEVELOPER,1.0
Employee 1,0.0
Employee 2,0.0
Employee 3,0.0
Employee 4,0.0
Employee 5,0.0
08:00 - 17:00,0.0
0800 195 3838,0.0
Accounting/ Finance/ Banking/ Insurance,0.0
.NET Programming,0.0
Financial Services Administrator,1.0
Activities Coordinator,1.0
Talent Manager,1.0
Management Assistant,1.0
New Lift and modernisation Sales Executive,1.0
Portfolio Manager,1.0
Marketing and Communications Manager,1.0
Investors in People Assessor,1.0
Beauty Therapist,1.0
Junior Sales Executive,1.0
Senior Sales Executive â€“ Construction,1.0
Agile Delivery Manager,1.0
Head of Infrastructure,1.0
E-COMMERCE DATA ENTRY,0.0
WOOCOMERCE DEVELOPER,1.0
ACCOUNTANT / BOOKKEEPER,1.0
Miguel Cartaxo,0.0
Are you Results Oriented?,0.0
Our Vacancies,0.0
Digital Transformation,0.0
Analysts,1.0
PMO Lead,1.0
SAP Technical Architect,1.0
PMO Analyst,1.0
Insights into SAP,0.0
success from Resulting,0.0
The secret to running a successful SAP implementation,0.0
Join our Team,0.0
HR@silverbirchcare.com,0.0
2088481800,0.0
Cashier,1.0
Good Luck!,0.0
Product  Developer,1.0
08/01/2022,0.0
We were recently rated as outstanding in our industry.Â  (One of only two companies in the UK to receive the award).,0.0
We are the most successful SME in Carlisle in the Â£5-20 million turnover range.,0.0
Why is our staff retention so good?Â  Why have many of our staff been with us all their working lives?,0.0
The answer is talking and teamwork along with respect and recognition.,0.0
The team has a common purpose and vision to provide exceptional customer service in a fast moving and exciting industry.,0.0
Staff can expect to:,0.0
The company expects from staff:,0.0
Here are a few specific comments from our staff in the latest annual review,0.0
Enthusiastic candidates with good grades in maths and English and very importantly a sunny disposition.Â  People who want a career with excellent prospects for promotion.,0.0
If we fit the bill for you and you feel you might do the same for us.,0.0
Please contact me,0.0
David Lowe,0.0
del@carlislerefrigeration.co.uk,0.0
TelephoneÂ 01228 531449,0.0
"At Carlisle Refrigeration we offer a complete, professional service that caters to every type of commercial requirement. From the inception of an idea through to installation and the security of a full back up service",0.0
Brunthill Road,0.0
Kingstown Industrial Estate,0.0
Carlisle,0.0
CA3 0EH,0.0
Tel : 01228 531449,0.0
Fax: 01228 511514,0.0
Penshaw Way,0.0
Portobello Industrial Estate,0.0
Birtley,0.0
Co. Durham,0.0
DH3 2SA,0.0
Tel: 0191 4106637,0.0
Fax: 0191 4100355,0.0
Hornal Road,0.0
Bothwell Park Industrial Estate,0.0
Uddingston,0.0
G71 7EE,0.0
Tel: 01698 815533,0.0
Fax: 01698 815502,0.0
Enterprise Sales Executive,1.0
APPLY FOR THE ROLE NOW,0.0
Find out about working at Cortex,0.0
Find out more about Cortex,0.0
Chair of the Trustees,0
Trustee,1.0
Honorary Treasurer,1.0
Parent Advisor,1.0
Honorary President,1.0
Patron,0.0
Interaction Practitioner / Fundraising Assistant,1.0
Practice Administrator / Trainee Interaction Practitioner,1.0
Interaction Practitioner / Finance coordinator,1.0
Interaction Practitioner,1.0
Custom Sign Manufacturer and Sign Fitter,1.0
Head of Sales,1.0
Patient Services Coordinator,1.0
Senior Fertility Nurse / Midwife,1.0
Fertility Nurse / Midwife,1.0
Junior Fertility Nurse or Midwife,1.0
Medical Personal Assistant,1.0
Applications,0.0
Business Account Executive,1.0
Marketing Intern,1.0
To support and build a project and promote workshops,0.0
PPC Consultant,1.0
Civil Engineer,1.0
Project Engineer,1.0
Registered Nurse,1.0
Salesforce Developer,1.0
Senior Product Designer,1.0
Fundraiser,0.0
"AAT Level 4 â€“ For more information, and to apply, please click here.",0.0
"ACA Level 7 â€“ For more information, and to apply, please click here.",0.0
"DOCTORS, THERAPISTS, RECEPTIONISTS, CLINIC MANAGERS AND MORE.",0.0
WantÂ to join an exceptional group of talented people in a fast growing company.,0.0
Lvl 3 THERAPIST,0
Junior THERAPIST,1.0
careers@swiss-care.com,0.0
"â€œThe best thing about working for String is the people, weâ€™re like one big familyâ€",0.0
Josh,0.0
Help Desk Team Leader,1.0
"â€œThe great thing about String is the opportunity for progression. I began at String 3 years ago and came in as the Sales and Operations Admin, since then I have worked my way up, recently being promoted to Head of Operations. It just shows that hard work is recognised and as the company grows, you grow with itâ€",0.0
Fran,0.0
"â€œI thoroughly enjoy working as part of the technical team, itâ€™s great to be supporting so many companies on their journey to the cloud. We are able to see real business benefits and itâ€™s good to know youâ€™ve been able to help produce those resultsâ€",0.0
Jay,0.0
"â€œItâ€™s the people, thatâ€™s what I love about Stringâ€",0.0
Karen,0.0
"Just because you havenâ€™t seen the right role for you, doesnâ€™t mean we donâ€™t want you to get in touch!",0.0
"Our eyes and ears are always open for great talent, thatâ€™s why if youâ€™ve got a passion for IT, why donâ€™t you take the quiz below. Our team is growing rapidly and you never know whatâ€™s around the corner.",0.0
Telecoms Sales Executive,1.0
Trainee Engineer,1.0
First Line Support,0.0
We have an exciting opportunity for a Sales Administrator to join our team.,0.0
HR Specialist,1.0
Recruitment Specialist,1.0
ServiceNow,0.0
Salesforce,0.0
C#/.Net,0.0
Ruby on Rails,0.0
Fullstack JavaScript,0.0
PHP,0.0
Xamarin,0.0
iOS,0.0
Android,0.0
Network Engineers (CCNA/CCNP/CCSE/CCIE),1.0
Security Engineers,1.0
VOIP Engineers,1.0
"Server Engineers(Microsoft, Linux, Amazon AWS)",1.0
"Telecommunications Engineer (Avaya, Alcatel-Lucent)",1.0
"Remote Desktop Support (VMware, Bomgar)",0.0
System Administrator,1.0
Service Desk,0.0
CONTENT CREATOR,1.0
"Location â€“ Liverpool, Horsham and Belfast",0.0
Research Analyst,1.0
Graduate Sustainability Consultant,1.0
Senior Energy & Carbon Consultant,1.0
Senior Sustainabiity Consultant,1.0
Sustainability Consultant,1.0
Principal Sustainability Consultant,1.0
Senior FP&A Analyst,1.0
Production Planning Manager,1.0
Data Lead,1.0
Special Projects Operations Manager,1.0
Production and Quality Manager,1.0
Manufacturing Development Manager,1.0
Physiotherapist & Pilates Instructor,1.0
Business Process Analyst,1.0
Customer Services Team Leader,1.0
Founder & Strategic Director,1.0
Digital Marketing Manager,1.0
Senior Web Developer,1.0
Accounts and Office Administrator,1.0
Client Services Representative,1.0
Case Manager,1.0
Freelance Beauty Tutor,1.0
Location: Peterborough,0.0
Click to view more information,0.0
Location: Ipswich,0.0
Location: Romford,0.0
Location: Colchester,0.0
Outbound Telesales Executive,1.0
Location: Norwich,0.0
Casual Multi-Drop Delivery Driver,1.0
There aren't any Accounting & Finance positions available at this time. Please check back regularly for updates.,0.0
Michelle Vezie-Taylor,0.0
Head of Solutions,1.0
Lotte Bergann,0.0
Caroline Marriage,0.0
Operations Delivery Manager,1.0
Paint Technician,1.0
Panel Technician,1.0
VDA,0.0
MET Tech,0.0
Call Centre Handler,1.0
Dept. Managing Director,1.0
Personnel Director,1.0
Vessel Manager,1.0
Vessel Superintendent,1.0
HSE Manager,1.0
Commercial Assistant,1.0
Personnel Assistant,1.0
Senior Systems Administrator,1.0
Technical & TM Administrator,1.0
Desktop Support,1.0
Floor Team Member,1.0
Chef de Partie â€“ The Astronomer,1.0
Executive and Administration Assistant (Maternity Cover),1.0
Sous Chef - The Astronomer,1.0
Commis Chef,1.0
Ssr. and Sr. Java + Angular Engineer,1.0
"As a Java + Angular Engineer, you will report to the Scrum Master and/or Software Architect and work closely with the UX analysts, business analysts and QA teams. Support NYMIZ mission to delight customers and help them protect customers and employees data.",0.0
Business Development Analyst,1.0
We are looking for full time employees. This position is involved in many day-to-day activities of the firm. You would be responsible for many things from market/product/competition research and anlysis to raising capital from investors.,0.0
QA Profile (Developer),0.0
We are looking for someone with at least a few years of experience with QA.,0.0
Preferably someone that has worked with test automation and wants to continue with that but also work with manual testing. Interested in test automation and having experience with Postman as a tool for automation is good.,0.0
"The ideal candidate will be an experienced front-end developer who is used to working agile with Scrum methodology. Angular, TypeScript and CSS is your home turf. You have relevant post-secondary education and speak English fluently.",0.0
Full-stack Developer,1.0
The ideal candidate will be an experienced full-stack developer who is used to working agile with Scrum methodology. C # and SQL are your home turfs.,0.0
You have a relevant post-secondary education and speak English fluently. You are seen by those around you as a humble person who likes to take their own initiatives.,0.0
Co-founder & CEO,1.0
"At Mavuno Technologies, we help African farmers significantly increase their harvest yields with satellite imaginary and machine learning technologies. With the help of our mobile app, farmers can access pre-financed organic crop protectants, monitor the status of their crops, and take precise action.",0.0
Decentralized Storage Solutions Architect,1.0
"Togggle is looking for a Decentralized Storage Solutions Architect that will play a critical role in growing our multi-protocol and decentralized storage roadmap, technology and business. This person will be responsible for understanding potential customer's needs and help design and architect storage solutions such as Filecoin in existing enterprise workloads.",0.0
"Togggle is a decentralized bank for data. Togggle relies on the PIMS concept according to which users are the holders of their own personal data and they should be entitled to control and manage it. To do so, their data should be in secure, decentralized storage systems enabling them to decide consciously which services and which third parties can use them.",0.0
VP Growth,1.0
Weâ€™re building Nova Money to rebalance the forces and show people how they can manage their money like the top 1%. Nova shows people how much money theyâ€™ll have by the end of.,0.0
"At Aistech Space, our mission is to use space-based technology including our constellation of small satellites to provide a new perspective of Earthâ€™s changing resources and improve our customerâ€™s decision-making processes toward a sustainable future.",0.0
"Space4Good provides meaningful geospatial insights for impact makers on earth through collaboration and open innovation. We are a group of impact-driven environmental engineers, geographic information experts and remote sensing specialists with the goal of contributing to the 17 UN Sustainability Goals.",0.0
"gridX provides companies with a flexible, scalable and manufacturer-independent energy IoT platform to built digital energy products. With this platform XENON, we enable our partners to provide solutions for the intelligent energy infrastructure of electric vehicles and energy management systems for homes and districts. Moreover we enable Virtual Power Plants and the operation of smart energy districts.",0.0
"APPERCELL is currently looking for an experienced biotech sales executive, who will be responsible for their sales pipeline development and will be the primary point of contact and technical expert for our clients in Europe and in the USA.",0.0
Neutron Star Systems (NSS) is focused on commercializing a unique and first-of-its-kind high-temperature superconductor (HTS) -based Applied-Field Magnetoplasmadynamic (AF-MPD) electric propulsion system for space missions.,0.0
"We are creating a platform for virtual travel. The pandemic has changed the face of travel. In the post-pandemic world, more than half of all destinations remain closed, and experts donâ€™t expect the travel sector to return to pre-Covid levels before 2023. Yet people havenâ€™t lost their desire to discover and learn about cultures.",0.0
"FuseBox is using and developing fully automated IT and technology that enables aggregation, managing and trading of flexible electricity loads and offering demand response services. Offering demand response technology + SaaS service globally.",0.0
"MOWEA sets new standards in energy supply by wind power. Today, there is no scalable and efficient use of wind power with flexible application possibilities that can be installed and maintained easily and cost-effectively. We are rethinking the concept of wind power for both urban and industrial applications.",0.0
"We are Vivadrive - #mobility #energy startup that helps companies introduce Electric Cars in a car park and manage them. We work with global brands across the globe (Europe & Asia). As we are growing and getting new exciting projects, we are looking for an experienced Python/Django Developer who will strengthen our team.",0.0
"SMAPPLAB is looking for a new CTO. They are an agtech startup, which",0.0
develops smart traps to help farmers protect against insects at the right,0.0
time with the right amount of chemicals. We provide the farmers with,0.0
decision support and make agriculture and plant protection more,0.0
sustainable.,0.0
"Vianova is the leading platform for managing connected and shared mobility in the urban public realm. The companyâ€™s technology helps cities and mobility operators better collaborate and communicate, in order to foster more liveable and breathable streets.",0.0
Algomo is a multilingual chatbot engine that provides instant resolutions to customer and employee queries in any language ðŸŒŽ.,0.0
"Soos Technology is an Israeli Ag-Tech startup working on sex reversal in poultry embryo. Simply put, our solution turns genetic male embryos to functional female layers that can lay eggs.",0.0
"Our goal is to revolutionize biomedical research and drug development by commercializing a high-performance microelectrode array (MEA) system with AI-driven data analysis, which enables faster, safer, and more efficient drug discovery while minimizing the need for live animal experiments.",0.0
NYMIZ develops a software tool that anonymises personal data for data privacy and GDPR compliance. The team is based in Bilbao.,0.0
"WAVENURE is an independent company that combines Artificial Intelligence, Quant Algos and financial analysis to optimize investment decisions on Financial Markets.",0.0
T2K: Text to Knowledge uses Artificial Intelligence and Natural Language Processing to develop the most important knowledge resource of mankind: text.,0.0
"French-Hungarian Startup b-cube is building an automated trading platform for cryptocurrencies trading completely driven by AI to make trading in cryptocurrencies easier & more profitable. We feed Sentiment analysis, Technical analysis & Complex mathematical models to AI/ML engine which then generates trading signals.",0.0
Algomo is a multilingual chatbot engine that automates and simplifies customer service operations across all markets. It is the only product that listens and learns from every single human interaction to automatically update its understanding across all languages.,0.0
"Printivo is a biotech startup using proprietary 3D-Bioprinting technology for printing human tissues. Our mission is to radically improve drug-testing and personalized medical therapies, paving the way to bioprint a complete human organ. Salary and equity is negotiable.",0.0
"Your Anastomosis offers anastomosis (vascular suture) analysis for surgeons, surgical trainees and medical students. Our technology provides simulated environments, by digitizing and blood flow conditions, and evaluating short and long-term results of the specific vessel.",0.0
Membership Engagement Executive,1.0
careers@thegoodwineshop.co.uk,0.0
Management Candidates,0.0
FT & PT Wine Advisors,1.0
Product has been added to your wishlist.,0.0
REGIONAL RISK SURVEYORS,1.0
"Â£45,000 - Â£55,000",0.0
depending on experience,0.0
North East England,0.0
TECHNICAL ADMINISTRATOR,1.0
Â£20k - Â£27k pa,0.0
"Ardrossan, Ayrshire",0.0
CLAIMS ADMINISTRATOR,1.0
Â£20k - Â£25k pa,0.0
Â£18k - Â£25k pa,0.0
Sales & Marketing Executive,1.0
Software Application Engineer,1.0
Shipping & Fulfilment Administrator,1.0
What will you be doing?,0.0
What skills are required?,0.0
What is the package?,0.0
Electronics Hardware Engineer â€“ Closed,1.0
"If you feel you would be a good fit for any of the positions listed below and would like to be considered to join the team in the US, please submit your resume to HR@veethree.com.",0.0
Purchasing Manager,1.0
Sr. Hardware Design Engineer,1.0
Sr. Buyer,1.0
SMT Solderer,1.0
Team Assembler,1.0
"Aftermarket Packer, Shipping, & Receiving",0
UI Developer,1.0
Power BI Developer,1.0
Senior Sales Director,1.0
Operations Assistant,1.0
WeShape Founded,0.0
London Tech Leaders Founded,0.0
WeShape diversifies into the Public Sector,0.0
Team doubled to 6,0.0
Team of 40 consultants reached,0.0
Internal team scaled to 12,0.0
Tech Pathway team expansion and partners with Le Wagon,0.0
WeShape wins first award,0.0
WeShape Future Leaders is established,0.0
"Business Declares Commitment, B-Corp and ISO27001 certified",0.0
Tech Pathway introduces Fast Trackers,0.0
WeShape win second award,0.0
Housekeeping Attendant,1.0
"To apply, send yours CV to",0.0
pawel.kobierski,0.0
@townhallhotel.com,0.0
Shift Engineer,1.0
Painter & Decorator,1.0
"To apply, send your CV to",0.0
massimo@townhallhotel.com,0.0
Waiter/Waitress,1.0
martha@townhallhotel.com,0.0
Receptionist day and night,1.0
rachid@townhallhotel.com,0.0
"To apply, send your CV to barbara.sl@townhallhotel.com",0.0
Home Care Assistant,1.0
We are currently recruiting for the following roles:,0.0
Graduate Environmental Consultant,1.0
Engineering Project Manager,1.0
Construction Manager,1.0
Senior Civil Design Engineer,1.0
Senior Environmental Consultant,1.0
Technical Hydro Consultant,1.0
We are always on the lookout for the right people,0.0
Administrative Officer,1.0
Location: Global â€“ Remote Working Possible,0.0
Senior WordPress Developer,1.0
Partnership and Affiliate Marketing Manager,1.0
Senior Marketing Associate,1.0
Location: Remote Working Possible,0.0
Senior Training Producer (2X),1.0
Secretary,1.0
Semi-Senior Accountant,1.0
Senior Auditor & Accountant,1.0
Chef - Weekends (FOWCHWE),1.0
Student Ambassador,1.0
Customer Experience Assistant,1.0
PMM / HAITIAN,0.0
Administrator / Executive Assistant,1.0
International Business Development Executive,1.0
Junior Systems Administrator,1.0
Junior/Middleweight Creative Artworker,1.0
Content Creator & Social Media Executive,1.0
PR Executive,1.0
Regulatory Affairs & Quality Control Executive,1.0
Scientific Customer Services & Technical Executive,1.0
Medical Writer,1.0
In Store Brand Ambassador (Boots),1.0
National Accounts Manager,1.0
Warehouse Administrator,1.0
Fundraiser (CF Fundraising Ltd),1.0
Full-time Multi-Section Animal Care Assistant,1.0
"Peaceways Assistant - Â£18,896 per annum pro rata",1.0
Veterinary Surgeon,1.0
Corporate Fundraiser,0.0
Cook - Part Time,1.0
Community Fundraiser,1.0
Trusts Fundraiser,0
Fundraising Partnerships Manager,1.0
Cafe Assistant,1.0
"Animal Care Assistant - Waterfowl, Fowl and Smalls - Part Time",1.0
Events and Community Fundraising Manager,1.0
Cafe Supervisor - part time,1.0
Cattery Manager - Full Time,1.0
Veterinary Nurse,1.0
Events Fundraiser,0
Gifts in Wills and In-Memory Fundraiser,0.0
Retail Manager,1.0
Multi-Section Animal Care Assistant - Casual Contract,1.0
Major Donor Fundraiser,0.0
2x Shop Manager,1.0
2x Assistant Shop Manager,1.0
Shop Assistants,1.0
Major Donor Fundraiser/ Relationship Fundraiser,0.0
East Sussex Community Fundraiser,0
Finance Officer,1.0
Speaker Relations Officer,1.0
MarketingÂ Officer,1.0
All stores,0.0
All categories,0.0
1st or 2nd Year Assistant,1.0
Assistant Chef,1.0
Assistant Workshop Manager,1.0
Back of House,1
Back of the House,0
Beauty,0.0
Beauty Consultant,1.0
Beauty receptionist,1.0
Beauty Retail Sales Team Member,1.0
Beauty Therapist/Waxing Therapist,1.0
Branch Coordinator,1.0
Brand Lead,1.0
Brand Representative,1.0
Brown and Lash Expert,1.0
Business Account Manager,1.0
Busser,1.0
Car park assistant,1.0
Catering/Food Service,0.0
Chopper @chopped,0.0
Christmas Team,0.0
Cinema Operative,1.0
Clinical Nurse,1.0
Coffee specialist @nespresso,1.0
Concession Manager,1.0
Counter Assistant,1.0
Counter Manager,1.0
Counter Staff,1.0
Crew Member,1.0
Customer Care Team Member,1.0
Customer Service/Sales,0.0
Delivery Assistant,1.0
Delivery Driver,1.0
Experienced Chef,1.0
Experienced Retail Security Officer,1.0
Fashion,0.0
Floor Manager,1.0
Floor Staff,1.0
Food and Drinks runner,1.0
Food- Runner,1.0
Front of House,1.0
front-of-house server,1.0
Full time staff,1
Full Time supervisor,1.0
Goods Inwards Operative,1.0
GP Placement Specialist,1.0
Hair stylist/colourist,1.0
Health and Beauty,0.0
Host,1.0
Hybrid Sales Executive,1.0
Key Holder,0
Lash  technician @FOSSA Brown Thomas,1.0
Leisure,0.0
Loss Prevention Personnel,1.0
Makeup Artist,1.0
Managerial/Supervisory,0.0
Marketing and Events Executive,1.0
Nail technician @ NOSSA Brown Thomas,1.0
Nail Technicians,1.0
Office Stock Assistant,1.0
OP's,0.0
Optical Lab Technician,1.0
OTC Medicine Advisor,1.0
Part time staff,1.0
Personal Trainer and sales assistant,1.0
Pinko Weekend Staff,1.0
Pizza Chef,1.0
Retail,0.0
Retail Advisor,1.0
retail artist,1.0
Retail Colleague,1.0
Retail Customer Advisor,1.0
Retail Team Leader,1.0
Sales Assistant/Key Holder,1.0
seasonal overnight staff,1.0
Seasonal Sales Assistant,1.0
Seasonal Sales Associate,1.0
Seasonal Sales Consultants:,1.0
Senior Laser Therapist/Aesthetic Nurse,1.0
Senior Medi-Spa Therapist,1.0
Senior Sales Assistant,1.0
senior supervisor,1.0
Server,0.0
Ski Boot Fitter,1.0
Specialist,0.0
Sports,0.0
Sports @ Elverys,0.0
Sports Advisor @ Intersport Elverys,1.0
Staff Member,1.0
Stockroom,0.0
Stockroom Associates,0.0
Store Colleague,1.0
Store Supervisor,1.0
Style Advisor,1.0
Support Staff,1.0
Temporary Christmas Sales Assistant,1.0
Temporary Sales Adivsor,1.0
Temporary Sales Advisor,1.0
Web Team: Customer Service & Fulfilment Team â€“ Full and Part Time,1.0
Weekend Staff,1.0
Development Team Lead,1.0
Telesales Executive,1.0
Area Sales Manager â€“ Rental Division,1.0
Demand Generation Manager,1.0
R&D Tax Technician,1.0
Demand Generation/ Digital Marketing Manager,1.0
Logistics Administrator,1.0
Reseller Account Manager,1.0
Product Design Intern,1.0
Sales & Marketing Intern,1.0
Home Based - Part-Time Sales Staff Required,1.0
Wordpress Website Designer,1.0
Inside Sales and Logistics Support,1.0
"Do you want to be part of a dynamic, growing company? If you are a passionate, hard-working and motivated individual who would like to be part of a rewarding working environment, then Xledger could be what you are looking for.",0.0
"If you cannot find a relevant position, please feel free to send your open application to Becca at",0.0
rebecca.thomas@xledger.co.uk,0.0
SALES HEAD,1.0
SALES GIRL,1.0
Product Engineer,1.0
Quantitative Strategist,1.0
SALESÂ MANAGER,1.0
Senior NetSuite Developer,1.0
Assistant Cook,1.0
Head of Science,1.0
"Teacher of Business, Computing and ICT",1.0
Junior Engineer,1.0
Software Tester Vacancy,1.0
Software Developer Vacancy,1.0
Customer Service Assistants,1.0
Tom,0.0
Head of Product,1.0
â€œReally supportive cultureâ€,0.0
Kuldip,0.0
Systems Analyst,1.0
â€œA fantastic place to beâ€,0.0
Farhan,0.0
â€œWork together to really innovateâ€,0.0
Sam,0.0
â€œReal sort of collaborative vibeâ€,0.0
Apprentice Technical Sales Advisor,1.0
Senior Cloud Engineer,1.0
Agent,0.0
Catering Supervisor,1.0
FREE DELIVERY OVER Â£120,0.0
*,0.0
Shop assistant & cashier,1.0
Pick & Pack fulfillment,0.0
We currently have the following Rossendale Leisure Trust jobs open for application:,0.0
Senior Finance Officer,1.0
Gym Instructor,1.0
Swimming Teacher,1.0
In School Coach,1.0
Lifeguard,1.0
Casual School Swimming Teacher,1.0
